origin_airport_code,dest_airport_code,airport_name,latitude,longitude
KAHS,KAHS,Ahuas Airport,15.47277778,-84.35138889
KAHS,KAHS,Ahuas Airport,15.47277778,-84.35305556
KAHS,KAHS,Auas,15.47277778,-84.35305556
KAHS,KAHS,Ahuas Airport,15.47277778,-84.35305556
KAHS,KAHS,Auas,15.47277778,-84.35305556
KAHT,KAHT,Amchitka,51.37861111,179.2586111
KAHU,KAHU,Cherif El Idrissi International,35.17972222,-3.83694444
KAHU,KAHU,Cherif El Idrissi International,35.17722222,-3.83944444
KAIA,KAIA,Alliance Municipal,42.05166667,-102.8066667
KAIA,KAIA,Alliance Municipal,42.05333333,-102.8038889
KAIA,KAIA,Alliance Municipal,42.05333333,-102.8036111
KAIA,KAIA,Alliance Municipal,42.05333333,-102.8038889
KAIA,KAIA,Alliance Municipal,42.05333333,-102.8036111
KAIB,KAIB,Anita Bay Airport,56.19,-132.4458333
KAID,KAID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
KAID,KAID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
KAIK,KAIK,Aiken Municipal,33.65,-81.68472222
KAIK,KAIK,Aiken Municipal,33.64944444,-81.685
KAIK,KAIK,Aiken Regional,33.64944444,-81.685
KAIN,KAIN,Wainwright Airport,70.63055556,-160.0430556
KAIN,KAIN,Wainwright Airport,70.63805556,-159.9947222
KAIT,KAIT,Aitutaki Airport,-18.85,-159.75
KAIT,KAIT,Aitutaki Airport,-18.83722222,-159.7611111
KAIT,KAIT,Aitutaki Airport,-18.8375,-159.7611111
KAIT,KAIT,Aitutaki Airport,-18.83694444,-159.7608333
KAIT,KAIT,Aitutaki Airport,-18.83722222,-159.7611111
KAIT,KAIT,Aitutaki Airport,-18.83694444,-159.7608333
KAIT,KAIT,Aitutaki Airport,-18.83694444,-159.7611111
KAIY,KAIY,Bader Field,39.36,-74.46
KAIY,KAIY,Bader Field,39.36,-74.45722222
KAIZ,KAIZ,Lee C Fine Memorial,38.09833333,-92.54722222
KAIZ,KAIZ,Lee C Fine Memorial,38.09611111,-92.54944444
KAJA,KAJA,Ajaccio/Campo Dell Oro,41.92416667,8.80305556
KAJA,KAJA,Napoleon Bonaparte,41.92166667,8.80111111
KAJA,KAJA,Ajaccio Napoleon Bonaparte,41.92166667,8.80111111
KAJA,KAJA,Ajaccio Napoleon Bonaparte,41.92388889,8.8025
KAJA,KAJA,Napoleon Bonaparte,41.92166667,8.80111111
KAJA,KAJA,Ajaccio Napoleon Bonaparte,41.92388889,8.8025
KAJF,KAJF,Al Jouf,29.8,40.06666667
KAJF,KAJF,Al Jouf,29.785,40.1
KAJJ,KAJJ,Akjoujt Airport,19.73055556,-14.37444444
KAJJ,KAJJ,Akjoujt Airport,19.72805556,-14.38527778
KAJL,KAJL,Lengpui,23.84055556,92.61972222
KAJN,KAJN,Ouani,-12.12638889,44.42972222
KAJN,KAJN,Ouani,-12.13222222,44.43027778
KAJN,KAJN,Ouani,-12.13111111,44.43055556
KAJN,KAJN,Ouani,-12.13222222,44.43027778
KAJN,KAJN,Ouani,-12.13111111,44.43055556
KAJR,KAJR,Arvidsjaur Airport,65.58611111,19.2825
KAJR,KAJR,Arvidsjaur Airport,65.59027778,19.28194444
KAJR,KAJR,Arvidsjaur Airport,65.59166667,19.2775
KAJU,KAJU,Santa Maria,-10.98388889,-37.07027778
KAJU,KAJU,Santa Maria International,-10.98388889,-37.07027778
KAJY,KAJY,Manu Dayak,16.96416667,7.99305556
KAJY,KAJY,Manu Dayak,16.96611111,8.00027778
KAJY,KAJY,Manu Dayak,16.96611111,8
KAJY,KAJY,Mano Dayak,16.96611111,8
KAJY,KAJY,Manu Dayak,16.96611111,8.00027778
KAJY,KAJY,Mano Dayak,16.96611111,8
KAJY,KAJY,Mano Dayak,16.96083333,8.00916667
KAKB,KAKB,Atka Airport,52.22027778,-174.2069444
KAKB,KAKB,Atka Airport,52.22055556,-174.2061111
KAKC,KAKC,Akron Fulton International,41.0375,-81.46694444
KAKF,KAKF,Kufra,24.2,23.33333333
KAKF,KAKF,Kufra,24.17888889,23.31388889
KAKF,KAKF,Kufra,24.17888889,23.31388889
KAKI,KAKI,Akiak Airport,60.90555556,-161.2233333
KAKI,KAKI,Akiak Airport,60.90277778,-161.2305556
KAKJ,KAKJ,Asahikawa Airport,43.67083333,142.4516667
KAKJ,KAKJ,Asahikawa Airport,43.67083333,142.4513889
KAKJ,KAKJ,Asahikawa Airport,43.67083333,142.4475
KAKK,KAKK,Akhiok Airport,56.945,-154.1666667
KAKK,KAKK,Akhiok Airport,56.93861111,-154.1825
KAKL,KAKL,Auckland International,-37.01111111,174.7991667
KAKL,KAKL,Auckland International,-37.00805556,174.7916667
KAKL,KAKL,Auckland International,-37.01194444,174.7863889
KAKN,KAKN,King Salmon Airport,58.67777778,-156.6516667
KAKN,KAKN,King Salmon Airport,58.67638889,-156.6486111
KAKO,KAKO,Akron Washington County,40.17555556,-103.2222222
KAKO,KAKO,Colorado Plains Regional,40.17555556,-103.2219444
KAKP,KAKP,Anaktuvuk Pass Airport,68.1375,-151.74
KAKP,KAKP,Anaktuvuk Pass Airport,68.13361111,-151.7433333
KAKR,KAKR,Akure Airport,7.25833333,5.30416667
KAKR,KAKR,Akure Airport,7.24666667,5.30111111
KAKS,KAKS,Auki Airport,-8.69777778,160.6808333
KAKS,KAKS,Auki Airport,-8.7025,160.6816667
KAKS,KAKS,Auki Gwaunaru University,-8.7025,160.6816667
KAKS,KAKS,Auki Airport,-8.7025,160.6816667
KAKT,KAKT,Akrotiri Airport,34.59027778,32.9875
KAKT,KAKT,Akrotiri Airport,34.59027778,32.98777778
KAKX,KAKX,Aktyubinsk Airport,50.25,57.21666667
KAKX,KAKX,Aktyubinsk Airport,50.25,57.21666667
KAKY,KAKY,Akyab Airport,20.13027778,92.88027778
KAKY,KAKY,Sittwe Airport,20.13027778,92.88027778
KAKY,KAKY,Sittwe Airport,20.13277778,92.8725
KAKY,KAKY,Sittwe Airport,20.13333333,92.87055556
KAL1,KAL1,Albertville Regional-Thomas J Brumlik Field,34.22916667,-86.25583333
KAL2,KAL2,Shelby County,33.17694444,-86.78277778
KAL2,KAL2,Shelby County,33.17777778,-86.78333333
KAL3,KAL3,Madison County Executive/Tom Sharp Jr. Field,34.86138889,-86.5575
KAL3,KAL3,Madison County Executive/Tom Sharp Jr. Field,34.85944444,-86.5575
KAL3,KAL3,Huntsville Executive Airport Tom Sharp Jr,34.85944444,-86.5575
KAL3,KAL3,Madison County Executive Tom Sharp Jr Field,34.86138889,-86.5575
KAL3,KAL3,Huntsville Executive Airport Tom Sharp Jr,34.85944444,-86.5575
KAL3,KAL3,Huntsville Executive Tom Sharp Jr,34.85944444,-86.5575
KALA,KALA,Alma-Ata Airport,43.35,77.03333333
KALA,KALA,Almaty Airport,43.35,77.03333333
KALA,KALA,Almaty Airport,43.35555556,77.04388889
KALB,KALB,Albany International,42.74583333,-73.80527778
KALB,KALB,Albany International,42.74916667,-73.80194444
KALC,KALC,Alicante Airport,38.2825,-0.55833333
KALC,KALC,Alicante Airport,38.28222222,-0.55805556
KALC,KALC,Alicante Airport,38.28361111,-0.55861111
KALC,KALC,Alicante Elche,38.28222222,-0.55805556
KALC,KALC,Alicante Airport,38.28222222,-0.55805556
KALC,KALC,Alicante Elche,38.28222222,-0.55805556
KALE,KALE,Alpine Casparis Municipal,30.38416667,-103.6830556
KALE,KALE,Alpine Casparis Municipal,30.38416667,-103.6836111
KALF,KALF,Alta Airport,69.97611111,23.38055556
KALF,KALF,Alta Airport,69.97611111,23.37166667
KALF,KALF,Alta Airport,69.9775,23.36472222
KALF,KALF,Alta Airport,69.97611111,23.37166667
KALF,KALF,Alta Airport,69.9775,23.36472222
KALG,KALG,Houari Boumediene,36.69333333,3.21722222
KALG,KALG,Houari Boumediene,36.69111111,3.21527778
KALG,KALG,Houari Boumediene,36.69083333,3.21555556
KALG,KALG,Houari Boumediene,36.6925,3.215
KALG,KALG,Houari Boumediene,36.69111111,3.21527778
KALG,KALG,Houari Boumediene,36.6925,3.215
KALH,KALH,Albany Airport,-34.945,117.8058333
KALH,KALH,Albany Airport,-34.94333333,117.8088889
KALI,KALI,Alice International,27.74083333,-98.02722222
KALI,KALI,Alice International,27.74083333,-98.02694444
KALJ,KALJ,Alexander Bay Airport,-28.56722222,16.53638889
KALJ,KALJ,Alexander Bay Airport,-28.575,16.53333333
KALK,KALK,Asela Airport,7.58333333,39.06666667
KALM,KALM,Alamogordo White Sands Regional,32.83972222,-105.99
KALM,KALM,Alamogordo White Sands Regional,32.84,-105.9905556
KALM,KALM,Alamogordo White Sands Regional,32.84138889,-105.9888889
KALM,KALM,Alamogordo White Sands Regional,32.83944444,-105.9911111
KALM,KALM,Alamogordo White Sands Regional,32.84,-105.9905556
KALM,KALM,Alamogordo White Sands Regional,32.83944444,-105.9911111
KALN,KALN,St. Louis Regional,38.89166667,-90.04833333
KALN,KALN,St. Louis Regional,38.89,-90.04611111
KALO,KALO,Waterloo Regional,42.55611111,-92.39972222
KALO,KALO,Waterloo Regional,42.55694444,-92.40027778
KALP,KALP,Neirab,36.18083333,37.22666667
KALP,KALP,Aleppo International,36.18055556,37.22444444
KALQ,KALQ,Alegrete Airport,-29.79972222,-55.76333333
KALR,KALR,Alexandra Airport,-45.21388889,169.3694444
KALR,KALR,Alexandra Airport,-45.21138889,169.3716667
KALS,KALS,Alamosa Municipal,37.43666667,-105.8666667
KALS,KALS,San Luis Valley Regional/Bergman Field,37.435,-105.8666667
KALS,KALS,San Luis Valley Regional/Bergman Field,37.435,-105.8677778
KALS,KALS,San Luis Valley Regional/Bergman Field,37.435,-105.8666667
KALS,KALS,San Luis Valley Regional/Bergman Field,37.435,-105.8677778
KALT,KALT,Alenquer Airport,-1.94055556,-54.74027778
KALU,KALU,Alula Airport,11.98333333,50.78333333
KALW,KALW,Walla Walla Regional,46.09472222,-118.2911111
KALW,KALW,Walla Walla Regional,46.09472222,-118.2888889
KALW,KALW,Walla Walla Regional,46.09527778,-118.2858333
KALW,KALW,Walla Walla Regional,46.09472222,-118.2888889
KALW,KALW,Walla Walla Regional,46.09527778,-118.2858333
KALW,KALW,Walla Walla Regional,46.0925,-118.2841667
KALX,KALX,Thomas C. Russell Field,32.91666667,-85.96666667
KALX,KALX,Thomas C. Russell Field,32.91472222,-85.96305556
KALY,KALY,Alexandria International,31.18777778,29.94805556
KALY,KALY,Alexandria International,31.18361111,29.94861111
KALZ,KALZ,Alitak Seaplane Base,56.89583333,-154.2458333
KAMA,KAMA,Amarillo International,35.22722222,-101.7219444
KAMA,KAMA,Rick Husband Amarillo International,35.22722222,-101.7219444
KAMA,KAMA,Rick Husband Amarillo International,35.21944444,-101.7058333
KAMD,KAMD,Ahmedabad Airport,23.06638889,72.62416667
KAMD,KAMD,Ahmedabad Airport,23.07722222,72.63444444
KAMD,KAMD,Ahmedabad International,23.07722222,72.63444444
KAMF,KAMF,Ama Airport,-4.10166667,141.6697222
KAMF,KAMF,Ama Airport,-4.10055556,141.6697222
KAMG,KAMG,Amboin Airport,-4.6,143.5
KAMH,KAMH,Arba Minch Airport,6.03611111,37.57694444
KAMH,KAMH,Arba Minch Airport,6.03944444,37.59083333
KAMI,KAMI,Rembiga,-8.56,116.0969444
KAMI,KAMI,Selaparang,-8.56,116.0969444
KAMI,KAMI,Selaparang,-8.56083333,116.0947222
KAMI,KAMI,Selaparang,-8.56055556,116.0947222
KAMK,KAMK,Animas Air Park,37.20388889,-107.8686111
KAMK,KAMK,Animas Air Park,37.20305556,-107.8691667
KAML,KAML,Puerto Armuelles Airport,8.26555556,-82.86555556
KAML,KAML,Puerto Armuelles Airport,8.2675,-82.86472222
KAMM,KAMM,Amman Airport,31.7225,35.99333333
KAMM,KAMM,Queen Alia International,31.7225,35.99333333
KAMM,KAMM,Queen Alia International,31.72333333,35.99416667
KAMN,KAMN,Gratiot Community,43.32083333,-84.68666667
KAMN,KAMN,Gratiot Community,43.32222222,-84.68805556
KAMO,KAMO,Mao Airport,14.14722222,15.31444444
KAMO,KAMO,Mao Airport,14.14638889,15.31527778
KAMP,KAMP,Ampanihy Airport,-24.69944444,44.73305556
KAMP,KAMP,Ampanihy Airport,-24.69944444,44.73277778
KAMQ,KAMQ,Pattimura,-3.71027778,128.0897222
KAMS,KAMS,Schiphol,52.30833333,4.76805556
KAMS,KAMS,Schiphol,52.30861111,4.76388889
KAMW,KAMW,Ames Municipal,41.99416667,-93.61833333
KAMW,KAMW,Ames Municipal,41.99194444,-93.62194444
KAMX,KAMX,Ammaroo Station,-21.74,135.24
KAMY,KAMY,Ambatomainty Airport,-17.68555556,45.62527778
KAMY,KAMY,Ambatomainty Airport,-17.68611111,45.625
KANA,KANA,Anaheim-Disneyland HP,33.81666667,-117.9333333
KANB,KANB,Anniston/Calhoun County,33.59027778,-85.85583333
KANB,KANB,Anniston Metro,33.58805556,-85.85805556
KANB,KANB,Anniston Regional,33.58805556,-85.85805556
KANB,KANB,Anniston Metro,33.58805556,-85.85805556
KANB,KANB,Anniston Regional,33.58805556,-85.85805556
KANC,KANC,Anchorage International,61.16916667,-149.9852778
KANC,KANC,Ted Stevens Anchorage International,61.17444444,-149.9961111
KANC,KANC,Ted Stevens Anchorage International,61.17444444,-149.9963889
KANC,KANC,Ted Stevens Anchorage International,61.17416667,-149.9980556
KANC,KANC,Ted Stevens Anchorage International,61.17444444,-149.9963889
KANC,KANC,Ted Stevens Anchorage International,61.17416667,-149.9980556
KAND,KAND,Anderson Regional,34.49361111,-82.71
KAND,KAND,Anderson Regional,34.49444444,-82.70944444
KANE,KANE,Avrille,47.49722222,-0.57277778
KANE,KANE,Angers Marce,47.56027778,-0.31277778
KANE,KANE,Angers Marce,47.56,-0.31277778
KANF,KANF,Cerro Moreno International,-23.43944444,-70.44277778
KANF,KANF,Cerro Moreno International,-23.44444444,-70.445
KANF,KANF,Andres Sabella International,-23.44444444,-70.445
KANF,KANF,Cerro Moreno International,-23.44444444,-70.445
KANF,KANF,Andres Sabella International,-23.44444444,-70.445
KANG,KANG,Brie-Champniers,45.72944444,0.21972222
KANG,KANG,Brie-Champniers,45.72944444,0.21833333
KANG,KANG,Angouleme Airport,45.72944444,0.21833333
KANG,KANG,Angouleme Brie Champniers,45.72944444,0.21833333
KANG,KANG,Brie Champniers,45.72944444,0.21833333
KANG,KANG,Angouleme Brie Champniers,45.72944444,0.21833333
KANI,KANI,Aniak Airport,61.58166667,-159.5430556
KANK,KANK,Etimesgut,39.95166667,32.68805556
KANK,KANK,Etimesgut,39.95027778,32.6875
KANK,KANK,Etimesgut,39.95194444,32.68611111
KANK,KANK,Etimesgut,39.95027778,32.6875
KANK,KANK,Etimesgut,39.95194444,32.68611111
KANM,KANM,Antsirabato,-15,50.32138889
KANM,KANM,Antsirabato,-14.99944444,50.32027778
KANN,KANN,Annette Island,55.03694444,-131.5705556
KANN,KANN,Annette Island,55.0425,-131.5722222
KANN,KANN,Annette Island,55.04222222,-131.5708333
KANN,KANN,Annette Island,55.0425,-131.5722222
KANN,KANN,Annette Island,55.04222222,-131.5708333
KANO,KANO,Angoche Airport,-16.17777778,39.93694444
KANO,KANO,Angoche Airport,-16.1825,39.945
KANO,KANO,Angoche Airport,-16.1825,39.94527778
KANO,KANO,Angoche Airport,-16.1825,39.945
KANO,KANO,Angoche Airport,-16.1825,39.94527778
KANP,KANP,Lee,38.94277778,-76.56888889
KANP,KANP,Lee,38.94277778,-76.56833333
KANR,KANR,Antwerp-Brussels North,51.19,4.46
KANR,KANR,Deurne,51.18944444,4.46027778
KANR,KANR,Deurne,51.19,4.46305556
KANS,KANS,Andahuaylas Airport,-13.70861111,-73.35111111
KANS,KANS,Andahuaylas Airport,-13.70888889,-73.35138889
KANS,KANS,Andahuaylas Airport,-13.70888889,-73.35166667
KANS,KANS,Andahuaylas Airport,-13.70888889,-73.35138889
KANU,KANU,Antigua,17.10833333,-61.76388889
KANU,KANU,V C Bird International,17.1375,-61.79
KANU,KANU,V C Bird International,17.13666667,-61.79277778
KANU,KANU,V C Bird International,17.13611111,-61.79388889
KANU,KANU,V C Bird International,17.13666667,-61.79277778
KANU,KANU,V C Bird International,17.13611111,-61.79388889
KANV,KANV,Anvik Airport,62.64777778,-160.1888889
KANV,KANV,Anvik Airport,62.64722222,-160.19
KANX,KANX,Andoya,69.29305556,16.14166667
KANX,KANX,Andoya,69.2925,16.14416667
KAOH,KAOH,Lima Allen County,40.70833333,-84.02666667
KAOH,KAOH,Lima Allen County,40.70833333,-84.02694444
KAOI,KAOI,Ancona/Falconara,43.6175,13.36416667
KAOI,KAOI,Falconara,43.61638889,13.36222222
KAOI,KAOI,Ancona Falconara,43.61638889,13.36222222
KAOI,KAOI,Falconara,43.61638889,13.36222222
KAOI,KAOI,Ancona Falconara,43.61638889,13.36222222
KAOJ,KAOJ,Aomori Airport,40.73472222,140.6897222
KAOJ,KAOJ,Aomori Airport,40.73333333,140.6886111
KAOK,KAOK,Karpathos Airport,35.42388889,27.14722222
KAOK,KAOK,Karpathos Airport,35.42083333,27.14555556
KAOK,KAOK,Karpathos Airport,35.42111111,27.14583333
KAOK,KAOK,Karpathos Airport,35.42083333,27.14555556
KAOK,KAOK,Karpathos Airport,35.42111111,27.14583333
KAOL,KAOL,Paso de Los Libres Airport,-29.69,-57.14861111
KAOL,KAOL,Paso de Los Libres Airport,-29.68944444,-57.15194444
KAOO,KAOO,Altoona-Blair County,40.29722222,-78.32
KAOO,KAOO,Altoona-Blair County,40.29638889,-78.32
KAOR,KAOR,Sultan Abdul Halim,6.19111111,100.4038889
KAOR,KAOR,Sultan Abdul Halim,6.18972222,100.3983333
KAOS,KAOS,Amook Bay Airport,57.45472222,-153.8130556
KAPA,KAPA,Arapahoe County,39.57277778,-104.8477778
KAPA,KAPA,Centennial,39.57277778,-104.8477778
KAPA,KAPA,Centennial,39.57027778,-104.8494444
KAPA,KAPA,Centennial,39.57,-104.8494444
KAPA,KAPA,Centennial,39.57,-104.8491667
KAPB,KAPB,Apolo Airport,-14.73666667,-68.41305556
KAPB,KAPB,Apolo Airport,-14.74027778,-68.41111111
KAPB,KAPB,Apolo Airport,-14.74,-68.4075
KAPB,KAPB,Apolo Airport,-14.73888889,-68.41111111
KAPB,KAPB,Apolo Airport,-14.74027778,-68.41111111
KAPB,KAPB,Apolo Airport,-14.73888889,-68.41111111
KAPB,KAPB,Apolo Airport,-14.73888889,-68.41138889
KAPC,KAPC,Napa County,38.21222222,-122.28
KAPC,KAPC,Napa County,38.21305556,-122.2805556
KAPC,KAPC,Napa County,38.21361111,-122.2802778
KAPC,KAPC,Napa County,38.21305556,-122.2805556
KAPE,KAPE,San Juan Aposento Airport,-15.35,-75.16666667
KAPF,KAPF,Naples Municipal,26.15277778,-81.77527778
KAPF,KAPF,Naples Municipal,26.15222222,-81.77583333
KAPF,KAPF,Naples Municipal,26.1525,-81.77555556
KAPF,KAPF,Naples Municipal,26.15222222,-81.77583333
KAPF,KAPF,Naples Municipal,26.1525,-81.77555556
KAPG,KAPG,Phillips AAF,39.46611111,-76.16972222
KAPG,KAPG,Phillips AAF,39.46611111,-76.16888889
KAPG,KAPG,Phillips AAF,39.46555556,-76.16833333
KAPK,KAPK,Apataki Airport,-15.56666667,-146.4166667
KAPK,KAPK,Apataki Airport,-15.57527778,-146.4130556
KAPL,KAPL,Nampula Airport,-15.10166667,39.28722222
KAPL,KAPL,Nampula Airport,-15.10555556,39.28166667
KAPN,KAPN,Phelps/Collins,45.08166667,-83.55583333
KAPN,KAPN,Alpena County Regional,45.07805556,-83.56027778
KAPO,KAPO,Apartado Airport,7.03333333,-77.2
KAPR,KAPR,April River Airport,-4.67361111,142.5377778
KAPR,KAPR,April River Airport,-4.67638889,142.54
KAPT,KAPT,Marion County Brown Field,35.06055556,-85.58527778
KAPV,KAPV,Calf Apple Valley,34.52638889,-117.2127778
KAPV,KAPV,Apple Valley Airport,34.52638889,-117.2127778
KAPV,KAPV,Apple Valley Airport,34.57527778,-117.1861111
KAPW,KAPW,Faleolo,-13.83333333,-172
KAPW,KAPW,Faleolo International,-13.82833333,-172.0119444
KAPW,KAPW,Faleolo International,-13.83,-172.0083333
KAQI,KAQI,Qaisumah Airport,28.33527778,46.125
KAQI,KAQI,Hafr Al Batin,28.33527778,46.125
KAQI,KAQI,Al Qaisumah,28.33527778,46.125
KAQI,KAQI,Hafr Al Batin,28.33527778,46.125
KAQI,KAQI,Qaisumah Airport,28.33527778,46.125
KAQI,KAQI,Hafr Al Batin,28.33527778,46.125
KAQI,KAQI,Hafr Al Batin,28.33611111,46.12694444
KAQJ,KAQJ,King Hussein International,29.6125,35.01944444
KAQJ,KAQJ,Aqaba King Hussein International,29.61111111,35.01777778
KAQJ,KAQJ,King Hussein International,29.61111111,35.01777778
KAQJ,KAQJ,Aqaba King Hussein International,29.61111111,35.01777778
KAQJ,KAQJ,King Hussein International,29.61111111,35.01777778
KAQP,KAQP,Rodriguez Ballon International,-16.33777778,-71.555
KAQP,KAQP,Rodriguez Ballon International,-16.34111111,-71.58305556
KAQP,KAQP,Rodriguez Ballon International,-16.34055556,-71.57083333
KAQP,KAQP,Rodriguez Ballon International,-16.34111111,-71.58305556
KAQP,KAQP,Rodriguez Ballon International,-16.34055556,-71.57083333
KAQS,KAQS,Saqani Airport,-16.75,179.35
KAQY,KAQY,Girdwood Airport,60.96666667,-149.1236111
KAQY,KAQY,Girdwood Airport,60.96611111,-149.1258333
KAQY,KAQY,Girdwood Airport,60.96888889,-149.1194444
KAQY,KAQY,Girdwood Airport,60.96611111,-149.1258333
KAQY,KAQY,Girdwood Airport,60.96888889,-149.1194444
KAR1,KAR1,Russellville Regional,35.26472222,-93.09388889
KAR1,KAR1,Russellville Regional,35.25916667,-93.09333333
KAR1,KAR1,Russellville Regional,35.25916667,-93.0925
KAR2,KAR2,Dennis F Cantrell Field,35.08083333,-92.425
KAR2,KAR2,Dennis F Cantrell Field,35.08111111,-92.42444444
KAR2,KAR2,Dennis F Cantrell Field,35.08083333,-92.425
KAR2,KAR2,Dennis F Cantrell Field,35.08111111,-92.42444444
KARA,KARA,Acadiana Reg,30.03777778,-91.88388889
KARA,KARA,Acadiana Regional,30.0375,-91.88388889
KARA,KARA,Acadiana Regional,30.03777778,-91.88388889
KARB,KARB,Ann Arbor Municipal,42.22277778,-83.74444444
KARB,KARB,Ann Arbor Municipal,42.22305556,-83.74555556
KARC,KARC,Wien Arctic Village,68.1375,-145.5244444
KARC,KARC,Arctic Village Airport,68.11472222,-145.5794444
KARD,KARD,Arcadia Municipal,-8.25,124.75
KARE,KARE,Arecibo Airport,18.45,-66.67583333
KARE,KARE,Antonio/Nery/Juarbe Pol,18.45027778,-66.67583333
KARE,KARE,Antonio/Nery/Juarbe Pol,18.45,-66.67527778
KARE,KARE,Antonio/Nery/Juarbe Pol,18.45083333,-66.67555556
KARE,KARE,Antonio/Nery/Juarbe Pol,18.45,-66.67527778
KARE,KARE,Antonio/Nery/Juarbe Pol,18.45083333,-66.67555556
KARG,KARG,Walnut Ridge Regional,36.125,-90.92638889
KARG,KARG,Walnut Ridge Regional,36.12472222,-90.925
KARH,KARH,Arkhangelsk Airport,64.56666667,40.53333333
KARH,KARH,Talagi,64.56666667,40.53333333
KARH,KARH,Talagi,64.60027778,40.71666667
KARH,KARH,Arkhangelsk Airport,64.60027778,40.71666667
KARH,KARH,Talagi,64.60027778,40.71666667
KARI,KARI,Chacalluta,-18.33305556,-70.33805556
KARI,KARI,Chacalluta,-18.34861111,-70.33861111
KARK,KARK,Arusha Airport,-3.36416667,36.62472222
KARK,KARK,Arusha Airport,-3.36666667,36.62555556
KARM,KARM,Armidale Airport,-30.52833333,151.6233333
KARM,KARM,Armidale Airport,-30.52805556,151.6172222
KARN,KARN,Arlanda,59.66194444,17.93388889
KARN,KARN,Arlanda,59.65194444,17.91861111
KARP,KARP,Aragip Airport,-9.87055556,149.4836111
KARP,KARP,Aragip Airport,-9.87083333,149.4841667
KARP,KARP,Aragip Airport,-9.87333333,149.4830556
KARQ,KARQ,Troncal,7.02111111,-71.38888889
KARQ,KARQ,Arauquita Airport,7.02111111,-71.38888889
KARQ,KARQ,Troncal,7.02111111,-71.38888889
KARQ,KARQ,Arauquita Airport,7.02111111,-71.38888889
KARS,KARS,Aragarcas Airport,-15.9,-52.23333333
KARS,KARS,Aragarcas Airport,-15.89944444,-52.24111111
KART,KART,Watertown International,43.99083333,-76.02138889
KART,KART,Watertown International,43.99194444,-76.02055556
