activity_period,operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,cargo_type,cargo_aircraft_type,cargo_weight_lbs,cargo_metric_tons
200906,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,51250,23.247
200906,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,12663,5.743936799999999
200906,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,29178,13.2351408
200906,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,1313412,595.7636832000001
200906,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,157835,71.593956
200906,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,662526,300.5217936
200906,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,19906,9.0293616
200906,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,334941,151.9292376
200906,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,20530,9.312408
200906,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,317512,144.02344319999997
200906,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,115755,52.506468000000005
200906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,110150,49.964040000000004
200906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,2497,1.1326392
200906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,385168,174.71220480000002
200906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,20794,9.4321584
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,324060,146.993616
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,632,0.2866752
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,140425,63.696780000000004
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1468,0.6658848
200906,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,51103,23.1803208
200906,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,3149,1.4283864
200906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,852069,386.49849839999996
200906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,283290,128.50034399999998
200906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,436747,198.1084392
200906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,762941,346.07003760000003
200906,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,1302086,590.6262096
200906,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,223898,101.56013279999999
200906,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,1792449,813.0548664
200906,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,838994,380.5676784
200906,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,75063,34.0485768
200906,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,33004,14.9706144
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,683968,310.2478848
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,186489,84.5914104
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,66751,30.278253600000003
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,26517,12.0281112
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,2911373,1320.598793
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,20313,9.213976800000001
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,115758,52.50782879999999
200906,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,18067,8.1951912
200906,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,624466,283.2577776
200906,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,17686,8.0223696
200906,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1406049,637.7838264
200906,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,37805,17.148348000000002
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,1112524,504.6408864
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,618195,280.413252
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,204355,92.695428
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,1100928,499.38094079999996
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,296590,134.533224
200906,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,10214,4.6330704
200906,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,750944,340.6281984
200906,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,375983,170.5458888
200906,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,1565,0.709884
200906,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,69554,31.549694399999996
200906,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,2034982,923.0678352
200906,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,274834,124.6647024
200906,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,14967,6.7890312
200906,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,523558,237.4859088
200906,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,535659,242.9749224
200906,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,28125,12.7575
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,415472,188.4580992
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,10243,4.6462248
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1482824,672.6089664
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,744,0.3374784
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,18809,8.531762400000002
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,360381,163.4688216
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,530102,240.45426719999998
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,1729439,784.4735304
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Combi,41,0.0185976
200906,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,1049,0.47582640000000004
200906,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,361479,163.9668744
200906,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,385911,175.0492296
200906,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Mail,Passenger,190429,86.3785944
200906,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,6397034,2901.694622
200906,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,4100470,1859.9731920000002
200906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,74153,33.6358008
200906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,5970,2.707992
200906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,75643,34.311664799999996
200906,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,5444,2.4693984
200906,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,52678,23.8947408
200906,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,363772,165.0069792
200906,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,17596,7.981545599999999
200906,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,16794,7.6177584000000005
200906,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,624490,283.268664
200906,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,168326,76.35267359999999
200906,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,1198076,543.4472736
200906,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,178349,80.89910640000001
200906,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,36983,16.7754888
200906,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,2668,1.2102048
200906,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,40968,18.583084799999998
200906,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Freighter,89998,40.8230928
200906,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,136241,61.798917599999996
200906,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,10186,4.620369599999999
200906,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,179118,81.2479248
200906,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,49292,22.3588512
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1424999,646.3795464
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,319005,144.700668
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,32321,14.660805599999998
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,196,0.0889056
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,22501,10.2064536
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,224,0.1016064
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,3019220,1369.518192
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,276163,125.2675368
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,2597,1.1779992
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,439,0.19913039999999999
200906,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,563980,255.82132799999997
200906,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,12107,5.4917352
200906,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,916551,415.7475336
200906,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,1124,0.5098464
200906,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,1587,0.7198631999999999
200906,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,4174,1.8933263999999999
200906,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,6172,2.7996192000000004
200906,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,18442,8.3652912
200906,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1284994,582.8732784
200906,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,3384913,1535.3965369999999
200906,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,693,0.3143448
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Passenger,88129,39.975314399999995
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,4294,1.9477584
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Passenger,336633,152.69672880000002
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Cargo,Passenger,773459,350.8410024
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,161083,73.0672488
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Cargo,Passenger,561324,254.61656639999998
200906,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,30968,14.0470848
200906,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,213770,96.966072
200906,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,20592,9.3405312
200906,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,3013560,1366.950816
200906,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,41866,18.9904176
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,225760,102.404736
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,11,0.0049896
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,8681,3.9377016000000005
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,135144,61.3013184
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,20737,9.4063032
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,76923,34.89227279999999
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,887232,402.4484352
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,15208,6.8983488
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,33926,15.388833600000002
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,632230,286.77952799999997
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,4804,2.1790944
200906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,7279,3.3017544
200906,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,188853,85.6637208
200906,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,217413,98.6185368
200906,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,6047,2.7429192000000002
200906,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,813,0.3687768
200906,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,16925,7.67718
200906,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,558,0.25310879999999997
200906,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,1722,0.7810991999999999
200906,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,61131,27.729021600000003
200906,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,160290,72.707544
200906,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,174027,78.9386472
200906,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,210092,95.2977312
200906,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,136664,61.990790399999995
200906,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,118553,53.77564079999999
200906,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,156901,71.1702936
200906,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,400246,181.55158559999998
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,105327,47.776327200000004
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1237571,561.3622056
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,493409,223.8103224
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,141531,64.1984616
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2613525,1185.49494
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,831031,376.95566160000004
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,4234574,1920.802766
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,297319,134.8638984
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,2070,0.938952
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,2637331,1196.293342
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,410806,186.3416016
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,323753,146.8543608
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,5943,2.6957447999999995
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,133677,60.6358872
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,82864,37.5871104
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,973,0.44135280000000005
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,5363,2.4326567999999997
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,8129,3.6873144
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,14827,6.7255272
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,699585,317.331756
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,269701,122.3363736
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1154490,523.676664
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,491832,223.0949952
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,5376,2.4385536
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,85071,38.5882056
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,6161,2.7946296000000004
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,14047,6.3717192
200906,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,221675,100.55178000000001
200906,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,597217,270.8976312
200907,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1918519,870.2402184
200907,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1763640,799.987104
200907,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,89266,40.4910576
200907,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,186331,84.5197416
200907,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Mail,Passenger,3770,1.710072
200907,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Cargo,Passenger,70,0.031751999999999996
200907,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Cargo,Passenger,388,0.17599679999999998
200907,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,15633,7.0911288
200907,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,6521,2.9579256000000003
200907,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,4478,2.0312208
200907,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,54112,24.5452032
200907,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,7310,3.3158160000000003
200907,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,46641,21.1563576
200907,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,786431,356.7251016
200907,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,50410,22.865976
200907,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,220518,100.02696479999999
200907,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,20390,9.248904
200907,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,470378,213.3634608
200907,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,54597,24.7651992
200907,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,8441,3.8288376000000004
200907,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,630,0.28576799999999997
200907,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,423256,191.9889216
200907,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,26462,12.0031632
200907,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,209334,94.9539024
200907,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,144947,65.74795920000001
200907,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,270802,122.8357872
200907,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,2497,1.1326392
200907,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,683582,310.07279520000003
200907,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,28536,12.9439296
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,162170,73.560312
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,329,0.14923440000000002
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,121273,55.0094328
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1218,0.5524848000000001
200907,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,33843,15.3511848
200907,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,540,0.244944
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,1000839,453.9805704
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,279919,126.9712584
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,383119,173.7827784
200907,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,585711,265.6785096
200907,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,1347437,611.1974232000001
200907,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,148457,67.34009520000001
200907,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,1856330,842.0312880000001
200907,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,815886,370.08588960000003
200907,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,83605,37.923228
200907,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,35483,16.0950888
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,645841,292.9534776
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,208101,94.3946136
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,73808,33.4793088
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,18883,8.5653288
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,2408082,1092.305995
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,13819,6.268298400000001
200907,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,140137,63.566143200000006
